regime,task_id,kv_caching,ratio,config_label,n_mc_samples,H_bits,se_bits,varentropy_bits,mean_length,confidence,greedy_length,cache_seq_length,gold,predicted_answer
sampled,16,full,,full,50,22.13064956665039,2.6930619000425775,362.6291198730469,19.959999084472656,0.46369560823698436,23,1080,Claudio Javier López,There is no information about a retired Argentine footballer who played as a forward for Valencia CF in the given passages.
sampled,16,compressed,0.25,compressed@0.25,50,25.62229347229004,3.38182830659874,571.838134765625,24.399999618530273,0.48293669258412214,23,810,Claudio Javier López,There is no information that the retired Argentine footballer who played as a forward was a main player for Valencia CF.
sampled,16,compressed,0.75,compressed@0.75,50,37.22012710571289,6.909140727032378,2386.811279296875,27.69999885559082,0.3940124281235241,23,270,Claudio Javier López,There is no information that the retired Argentine footballer who played as a forward was a main player for Valencia CF.
sampled,17,full,,full,50,25.270551681518555,4.6936777000090775,1101.530517578125,15.699999809265137,0.3276916227860424,13,1080,George H. W. Bush,There is no information about Richard Darman in the given passages.
sampled,17,compressed,0.25,compressed@0.25,50,37.56289291381836,6.212967828524565,1930.0484619140625,23.439998626708984,0.32930296464570913,13,810,George H. W. Bush,There is no information about Richard Darman in the provided passages.
sampled,17,compressed,0.75,compressed@0.75,50,38.28083801269531,5.144025281212175,1323.0498046875,24.920000076293945,0.34480457037299883,19,270,George H. W. Bush,There is no information in the provided texts about Richard Darman or the actor he worked with.
sampled,18,full,,full,50,8.011204719543457,1.7961369068325326,161.30538940429688,8.4399995803833,0.5179214009589053,5,1087,"""Talk That Talk""",Honey to the B
sampled,18,compressed,0.25,compressed@0.25,50,11.342848777770996,3.458221458249439,597.9647827148438,10.09999942779541,0.45912076829825255,5,815,"""Talk That Talk""",Honey to the B
sampled,18,compressed,0.75,compressed@0.75,50,51.752777099609375,17.658700051249525,15591.484375,17.520000457763672,0.1290564754032714,7,271,"""Talk That Talk""","Honey, I'm in America"
sampled,19,full,,full,50,20.057065963745117,4.445575426099598,988.1570434570312,17.260000228881836,0.4468756082318935,24,1084,Bob Dylan,"There is no information about a British-American supergroup recording a version of ""Nobody's Child"" in 1990."
sampled,19,compressed,0.25,compressed@0.25,50,21.297773361206055,2.5674184647700473,329.5818786621094,25.399999618530273,0.559226631256954,24,813,Bob Dylan,"There is no information about a British-American supergroup recording a version of ""Nobody's Child"" in 1990."
sampled,19,compressed,0.75,compressed@0.75,50,38.76182174682617,5.800009681430497,1682.005615234375,25.799999237060547,0.35296664448993886,24,271,Bob Dylan,"There is no information about a British-American supergroup recording a version of ""Nobody's Child"" in 1990."
sampled,20,full,,full,50,13.913993835449219,9.351352989507722,4372.39013671875,5.699999809265137,0.18414936933975443,3,1082,Cartoon Cartoon Fridays,TEENick
sampled,20,compressed,0.25,compressed@0.25,50,17.922210693359375,6.394928639530507,2044.755615234375,7.159999847412109,0.17639699479906867,3,811,Cartoon Cartoon Fridays,TEENick
sampled,20,compressed,0.75,compressed@0.75,50,31.54435157775879,10.388294381478126,5395.8330078125,10.260000228881836,0.11870905205022253,3,270,Cartoon Cartoon Fridays,TEENick
sampled,21,full,,full,50,21.276010513305664,3.5349676227300866,624.7998046875,15.819999694824219,0.3936865710290427,13,1074,on the Cumberland Plain,There is no information about Kellyville Ridge in the given passages.
sampled,21,compressed,0.25,compressed@0.25,50,39.18192672729492,8.455413564970522,3574.700927734375,27.35999870300293,0.37059413714300654,13,805,on the Cumberland Plain,There is no information about Kellyville Ridge in the given passages.
sampled,21,compressed,0.75,compressed@0.75,50,36.69289779663086,6.73050171386298,2264.982666015625,22.31999969482422,0.3199798447755707,13,268,on the Cumberland Plain,There is no information about Kellyville Ridge in the provided text.
sampled,22,full,,full,50,3.156118631362915,0.6584062592237855,21.67494010925293,4.21999979019165,0.5954715762737771,2,1079,Long Island,Long Island
sampled,22,compressed,0.25,compressed@0.25,50,2.2804439067840576,0.37159582606210384,6.904172897338867,3.679999828338623,0.6508126169581604,2,809,Long Island,Long Island
sampled,22,compressed,0.75,compressed@0.75,50,4.291374206542969,2.0670044325590475,213.6253662109375,4.699999809265137,0.5310581025435195,2,269,Long Island,Long Island
sampled,23,full,,full,50,33.49347686767578,3.994514671513612,797.807373046875,19.600000381469727,0.305903637663442,16,1078,PewDiePie,There is no information about a season eighteen of South Park in the given passages.
sampled,23,compressed,0.25,compressed@0.25,50,28.887828826904297,4.100613283019383,840.75146484375,23.920000076293945,0.43296276078495255,16,808,PewDiePie,There is no information about a season eighteen of South Park in the provided text.
sampled,23,compressed,0.75,compressed@0.75,50,58.73134231567383,7.004702661426822,2453.29296875,31.959999084472656,0.27977683702696154,16,269,PewDiePie,There is no information about a season eighteen of South Park in the provided text.
sampled,24,full,,full,50,40.18883514404297,11.875233961511032,7051.05908203125,18.739999771118164,0.22616563949694737,8,1080,It's Always Sunny in Philadelphia,I can't help you with that.
sampled,24,compressed,0.25,compressed@0.25,50,44.11852264404297,5.394038095217372,1454.7823486328125,27.639999389648438,0.33075069040875577,25,810,It's Always Sunny in Philadelphia,I'm not aware of any information about Robbie Tucker playing in a series about a group of friends who run an Irish bar.
sampled,24,compressed,0.75,compressed@0.75,50,66.12966918945312,9.146526406920826,4182.947265625,31.579999923706055,0.2342244519327665,25,270,It's Always Sunny in Philadelphia,I'm not aware of any information about Robbie Tucker playing in a series about a group of friends who run an Irish bar.
sampled,25,full,,full,50,14.172025680541992,2.006653970232536,201.3330078125,3.379999876022339,0.05467756586052889,3,1110,#364,"1,500"
sampled,25,compressed,0.25,compressed@0.25,50,11.976698875427246,0.47263677887967614,11.169276237487793,3.0199999809265137,0.06399955279880323,3,832,#364,"1,500"
sampled,25,compressed,0.75,compressed@0.75,50,12.752326011657715,0.889489793587036,39.55960464477539,3.919999837875366,0.10488319654811992,3,277,#364,"1,500"
sampled,26,full,,full,50,5.044466018676758,0.7596981412831946,28.85706329345703,5.539999961853027,0.5319809753525578,3,1084,Ribosomes,ribosomal assembly
sampled,26,compressed,0.25,compressed@0.25,50,5.235790729522705,0.5805773380620289,16.85350227355957,5.920000076293945,0.5417037184934027,3,813,Ribosomes,ribosomal assembly
sampled,26,compressed,0.75,compressed@0.75,50,2.7961888313293457,0.33305929999694217,5.546424865722656,4.159999847412109,0.6275660430254479,3,271,Ribosomes,ribosomal assembly
sampled,27,full,,full,50,8.26012134552002,2.9136933202807116,424.4804382324219,6.319999694824219,0.40416567527321073,3,1076,Dracula,Pistacia
sampled,27,compressed,0.25,compressed@0.25,50,6.094305992126465,3.5272407065513867,622.0713500976562,5.819999694824219,0.4839293442816505,3,807,Dracula,Pistacia
sampled,27,compressed,0.75,compressed@0.75,50,7.042558670043945,2.806197473930748,393.7372131347656,6.940000057220459,0.4949045116341018,3,269,Dracula,Pistacia
sampled,28,full,,full,50,5.95220947265625,1.560896540534928,121.81990051269531,11.359999656677246,0.6954592464887963,10,1078,Band-e Amir National Park,Band-e Azhdahar (The Dragon)
sampled,28,compressed,0.25,compressed@0.25,50,6.636523246765137,1.9049125206753672,181.43458557128906,13.079999923706055,0.7034991290732641,10,808,Band-e Amir National Park,Band-e Azhdahar (The Dragon)
sampled,28,compressed,0.75,compressed@0.75,50,4.4495463371276855,1.1552590902796775,66.7311782836914,12.279999732971191,0.7779013329921373,10,269,Band-e Amir National Park,Band-e Azhdahar (The Dragon)
sampled,29,full,,full,50,1.6516807079315186,0.2627669112754779,3.452322483062744,5.940000057220459,0.8246988361385071,4,1082,University of Southern California,University of Southern California
sampled,29,compressed,0.25,compressed@0.25,50,2.0667054653167725,0.27157369996603986,3.6876137256622314,6.599999904632568,0.8048895907658817,4,811,University of Southern California,University of Southern California
sampled,29,compressed,0.75,compressed@0.75,50,1.5292211771011353,0.19395480252776415,1.8809232711791992,7.239999771118164,0.8638074103185349,8,270,University of Southern California,University of Southern California (USC)
sampled,30,full,,full,50,29.805654525756836,4.688865686472716,1099.2730712890625,16.020000457763672,0.27537553537508364,21,1079,7.2 million,No information is available in the given passages about the number of citizens in Yau Ma Tei North.
sampled,30,compressed,0.25,compressed@0.25,50,30.7161865234375,3.5205429143967804,619.7111206054688,22.139999389648438,0.3822632267153905,17,809,7.2 million,No information is provided about the number of citizens in Yau Ma Tei North.
sampled,30,compressed,0.75,compressed@0.75,50,28.35776710510254,3.0511532463664457,465.476806640625,19.939998626708984,0.37315452305346136,18,269,7.2 million,No information is provided in the text about the population of Yau Ma Tei North.
sampled,31,full,,full,50,6.784089088439941,2.4991004240901367,312.275146484375,9.479999542236328,0.608942854490993,4,1082,"A123 Systems, LLC",Glynne Townsend
sampled,31,compressed,0.25,compressed@0.25,50,39.02165603637695,6.120324666505651,1872.918701171875,17.479999542236328,0.21281028027831436,3,811,"A123 Systems, LLC",Gao Feng
sampled,31,compressed,0.75,compressed@0.75,50,40.8076057434082,6.753111262133181,2280.2255859375,18.779998779296875,0.2217599741401901,64,270,"A123 Systems, LLC","Gao Liang, the head of A123 Systems, a subsidiary of Wanxiang Group, was not directly involved in the founding of Spider9. However, the question is likely referring to the fact that Wanxiang Group acquired A123 Systems in 2013, and Gao Liang was the CEO of"
sampled,32,full,,full,50,18.828901290893555,6.211893794304499,1929.3812255859375,9.139999389648438,0.2398068892951099,3,1082,"143,372",Traverse City
sampled,32,compressed,0.25,compressed@0.25,50,23.0648136138916,5.168352983165309,1335.5936279296875,12.799999237060547,0.28678894622015144,3,811,"143,372",Traverse City
sampled,32,compressed,0.75,compressed@0.75,50,22.155208587646484,4.564264427662469,1041.62548828125,12.59999942779541,0.2955860373587648,3,270,"143,372",Traverse City
sampled,33,full,,full,50,1.113319993019104,0.2886223323363364,4.16514253616333,5.239999771118164,0.8630609442043381,4,1099,Taoiseach of Ireland,Taoiseach
sampled,33,compressed,0.25,compressed@0.25,50,1.651739478111267,0.4576733895345425,10.473246574401855,5.599999904632568,0.8150986127041511,4,824,Taoiseach of Ireland,Taoiseach
sampled,33,compressed,0.75,compressed@0.75,50,2.624688148498535,0.9779184726676198,47.816226959228516,5.679999828338623,0.7259323433335559,4,274,Taoiseach of Ireland,Taoiseach
sampled,34,full,,full,50,7.901411533355713,2.0930838638323013,219.0500030517578,6.859999656677246,0.45006044444569154,2,1082,"Troy, Montana",Troy
sampled,34,compressed,0.25,compressed@0.25,50,7.294788837432861,1.4651740252667622,107.33674621582031,6.460000038146973,0.45716147102522336,2,811,"Troy, Montana",Troy
sampled,34,compressed,0.75,compressed@0.75,50,10.092145919799805,2.929478013343685,429.0920715332031,8.760000228881836,0.44997868675362607,2,270,"Troy, Montana",Troy
sampled,35,full,,full,50,9.31369686126709,4.360292942110155,950.6077270507812,9.679999351501465,0.5132882591886752,6,1075,Mika Häkkinen,Mika Häkkinen
sampled,35,compressed,0.25,compressed@0.25,50,19.191139221191406,6.7985669589489595,2311.025634765625,13.479999542236328,0.37276154255288696,6,806,Mika Häkkinen,Mika Häkkinen
sampled,35,compressed,0.75,compressed@0.75,50,21.466962814331055,6.878761400022354,2365.867919921875,14.699999809265137,0.36340807213073456,6,268,Mika Häkkinen,Mika Häkkinen
sampled,36,full,,full,50,2.026721954345703,0.22264924690878218,2.4786343574523926,5.420000076293945,0.771675423510665,6,1081,Constantine,Chernobyl Diaries
sampled,36,compressed,0.25,compressed@0.25,50,5.871852874755859,2.481723845851974,307.9476623535156,6.559999942779541,0.5377100964620322,6,810,Constantine,Chernobyl Diaries
sampled,36,compressed,0.75,compressed@0.75,50,19.102338790893555,4.6683706024726925,1089.6842041015625,7.619999885559082,0.17593706407938328,2,270,Constantine,Chaos
sampled,37,full,,full,50,21.056806564331055,6.2410895467433205,1947.5599365234375,11.479999542236328,0.2804437472219358,4,1086,George Balanchine,Anna Pavlova
sampled,37,compressed,0.25,compressed@0.25,50,17.131345748901367,3.6396234875134237,662.3429565429688,9.679999351501465,0.29325604525428606,4,814,George Balanchine,Anna Pavlova
sampled,37,compressed,0.75,compressed@0.75,50,17.351919174194336,5.411936812139786,1464.4530029296875,9.739999771118164,0.290878535141301,4,271,George Balanchine,Anna Pavlova
sampled,38,full,,full,50,16.573022842407227,1.4294783509073827,102.17041778564453,15.9399995803833,0.48642427012974637,23,1076,Xcel Energy Inc.,There is no information about Alfred A. Marcus working as a consultant for any utility holding company in the given passages.
sampled,38,compressed,0.25,compressed@0.25,50,19.489309310913086,3.3908312869274773,574.8868408203125,18.899999618530273,0.48930963271054684,23,807,Xcel Energy Inc.,There is no information about Alfred A. Marcus working as a consultant for any utility holding company in the provided passages.
sampled,38,compressed,0.75,compressed@0.75,50,28.115312576293945,4.4941287924931155,1009.8596801757812,20.899999618530273,0.393591154955139,23,269,Xcel Energy Inc.,There is no information about Alfred A. Marcus working as a consultant for any utility holding company in the provided text.
sampled,39,full,,full,50,10.114008903503418,4.532270359254289,1027.07373046875,9.84000015258789,0.49044170841614726,7,1079,Summer Magic,Around the World in 80 Days
sampled,39,compressed,0.25,compressed@0.25,50,11.053194046020508,3.325291303909986,552.8781127929688,10.460000038146973,0.4807268498396629,7,809,Summer Magic,Around the World in 80 Days
sampled,39,compressed,0.75,compressed@0.75,50,6.835123062133789,3.0407804631698276,462.3172912597656,8.899999618530273,0.5872344900784126,7,269,Summer Magic,Around the World in 80 Days
sampled,40,full,,full,50,0.46884801983833313,0.18645020650134592,1.7381839752197266,3.9599997997283936,0.9212113101979239,3,1077,Nobel Prize,Nobel Prize
sampled,40,compressed,0.25,compressed@0.25,50,4.885962009429932,3.8692761089668792,748.5648803710938,5.480000019073486,0.5390164074454212,3,807,Nobel Prize,Nobel Prize
sampled,40,compressed,0.75,compressed@0.75,50,1.17752206325531,0.39950137053864515,7.980067253112793,4.339999675750732,0.8285619827788606,3,269,Nobel Prize,Nobel Prize
sampled,41,full,,full,50,2.4139909744262695,0.21521092337286568,2.3157870769500732,7.37999963760376,0.797137737910287,5,1081,"seasonal television specials, particularly its work in stop motion animation",Seasonal television specials.
sampled,41,compressed,0.25,compressed@0.25,50,3.185088634490967,0.3802969605429975,7.231288909912109,7.059999942779541,0.7314617332285325,5,810,"seasonal television specials, particularly its work in stop motion animation",Seasonal television specials.
sampled,41,compressed,0.75,compressed@0.75,50,13.665778160095215,2.6612633067201963,354.1161193847656,9.579999923706055,0.3720348230594245,6,270,"seasonal television specials, particularly its work in stop motion animation",Seasonal animated television specials.
sampled,42,full,,full,50,16.20374298095703,2.6909708011308973,362.0661926269531,12.75999927520752,0.4146925719661741,32,1085,Dame Eileen June Atkins,"No answer is available for the question as none of the given passages mention the actress who starred in the 1981 BBC television serial, Sons and Lovers."
sampled,42,compressed,0.25,compressed@0.25,50,19.05021095275879,2.5396113589469134,322.4812927246094,18.35999870300293,0.4871394526843012,15,813,Dame Eileen June Atkins,No answer is available as the question is not answered in the provided passages.
sampled,42,compressed,0.75,compressed@0.75,50,20.636371612548828,4.018266094019129,807.3231201171875,15.219999313354492,0.39069858891033765,17,271,Dame Eileen June Atkins,No answer is available as the question does not match any information in the provided passages.
sampled,43,full,,full,50,20.75621223449707,2.364082896062049,279.44439697265625,17.399999618530273,0.43742700969243653,14,1084,Iran,There is no information about the Nimavar school in the given passages.
sampled,43,compressed,0.25,compressed@0.25,50,19.9564151763916,2.2630962450275534,256.0802307128906,18.219999313354492,0.46803789768075293,14,813,Iran,There is no information about the Nimavar school in the provided passages.
sampled,43,compressed,0.75,compressed@0.75,50,43.26527786254883,6.401589768370041,2049.017578125,29.439998626708984,0.36108022193539546,14,271,Iran,There is no information about the Nimavar school in the provided text.
sampled,44,full,,full,50,18.022607803344727,3.6198043315126163,655.149169921875,8.119999885559082,0.21471084701463383,3,1088,Hakim Abdullah Jamal,Stokely
sampled,44,compressed,0.25,compressed@0.25,50,29.072059631347656,6.484696151685713,2102.564208984375,12.779999732971191,0.20663992046350155,5,816,Hakim Abdullah Jamal,Stokely Carmichael
sampled,44,compressed,0.75,compressed@0.75,50,26.182748794555664,6.456291595945385,2084.18505859375,10.279999732971191,0.1711152122777924,5,272,Hakim Abdullah Jamal,Stokely Carmichael
sampled,45,full,,full,50,2.185713052749634,1.4358471730975368,103.08285522460938,4.839999675750732,0.7312346613799355,3,1078,Keith Morris,Rome Ramirez
sampled,45,compressed,0.25,compressed@0.25,50,2.703584909439087,2.409957573861519,290.394775390625,5.239999771118164,0.6993316271716155,3,808,Keith Morris,Rome Ramirez
sampled,45,compressed,0.75,compressed@0.75,50,0.34524038434028625,0.14731144280877695,1.0850330591201782,4.059999942779541,0.9427619393063862,3,269,Keith Morris,Rome Ramirez
sampled,46,full,,full,50,2.529292583465576,0.9842752460616723,48.43988800048828,3.819999933242798,0.6319496441097309,2,1083,YIVO,YIVO
sampled,46,compressed,0.25,compressed@0.25,50,0.7927241325378418,0.33264124229481745,5.532509803771973,3.259999990463257,0.8448886290174338,2,812,YIVO,YIVO
sampled,46,compressed,0.75,compressed@0.75,50,7.758711814880371,3.966167959283873,786.5244140625,5.920000076293945,0.40315507864243394,2,270,YIVO,YIVO
sampled,47,full,,full,50,3.971754789352417,2.8298010615326943,400.3887023925781,7.079999923706055,0.6778404690180083,7,1078,"January 18, 1813","March 9, 1826"
sampled,47,compressed,0.25,compressed@0.25,50,1.337328314781189,0.2612131821091125,3.411616325378418,6.399999618530273,0.865162139501808,7,808,"January 18, 1813","March 9, 1826"
sampled,47,compressed,0.75,compressed@0.75,50,0.9498469233512878,0.14050201972514303,0.9870408773422241,6.920000076293945,0.909243671899715,7,269,"January 18, 1813","March 9, 1826"
sampled,48,full,,full,50,20.594228744506836,2.128926103691828,226.61631774902344,17.059999465942383,0.433118985850611,19,1077,"Himalchuli has three main peaks: East (7893 m), West (7540 m) and North (7371 m)",There is no information about Tongshanjiabu or Himalchuli in the given passages.
sampled,48,compressed,0.25,compressed@0.25,50,19.38576889038086,1.7878677950120938,159.8235626220703,20.68000030517578,0.5221671920683888,19,807,"Himalchuli has three main peaks: East (7893 m), West (7540 m) and North (7371 m)",There is no information about Tongshanjiabu or Himalchuli in the provided text.
sampled,48,compressed,0.75,compressed@0.75,50,19.797441482543945,2.811968916871793,395.35845947265625,20.059999465942383,0.5045568130462154,19,269,"Himalchuli has three main peaks: East (7893 m), West (7540 m) and North (7371 m)",There is no information about Tongshanjiabu or Himalchuli in the provided text.
sampled,49,full,,full,50,25.9114933013916,2.88956916950461,417.4804992675781,19.520000457763672,0.3984766158845785,24,1088,1763,There is no information about François Beaucourt or the place in Canada where he was mainly active in the given passages.
sampled,49,compressed,0.25,compressed@0.25,50,27.094295501708984,1.878462298122789,176.4310302734375,27.18000030517578,0.5010940205723379,24,816,1763,There is no information about François Beaucourt or the place in Canada where he was mainly active in the provided text.
sampled,49,compressed,0.75,compressed@0.75,50,25.314388275146484,2.3337719895522677,272.3245849609375,25.34000015258789,0.5003504138200215,26,272,1763,There is no information about the place in Canada where François Beaucourt was mainly active acquiring its present name in the provided text.
sampled,50,full,,full,50,38.25981903076172,15.533385793791062,12064.3037109375,12.019999504089355,0.11010765130759757,4,1083,Pope John X,King Hugh of Italy
