regime,task_id,ratio,H_full_bits,H_compressed_bits,delta_H_bits,confidence_full,confidence_compressed,score_full,score_compressed,delta_score
sampled,15,0.75,21.65599632263184,34.19532012939453,12.539323806762692,0.3857902241205894,0.3625266993615424,0.0,0.2667,0.2667
sampled,16,0.25,22.13064956665039,25.62229347229004,3.4916439056396484,0.4636956082369843,0.4829366925841221,0.0,0.0,0.0
sampled,16,0.75,22.13064956665039,37.22012710571289,15.0894775390625,0.4636956082369843,0.3940124281235241,0.0,0.0,0.0
sampled,17,0.25,25.270551681518555,37.56289291381836,12.292341232299805,0.3276916227860424,0.3293029646457091,0.0,0.0,0.0
sampled,17,0.75,25.270551681518555,38.28083801269531,13.010286331176758,0.3276916227860424,0.3448045703729988,0.0,0.0,0.0
sampled,18,0.25,8.011204719543457,11.342848777770996,3.331644058227539,0.5179214009589053,0.4591207682982525,0.0,0.0,0.0
sampled,18,0.75,8.011204719543457,51.752777099609375,43.74157238006592,0.5179214009589053,0.1290564754032714,0.0,0.0,0.0
sampled,19,0.25,20.05706596374512,21.29777336120605,1.2407073974609304,0.4468756082318935,0.559226631256954,0.0,0.0,0.0
sampled,19,0.75,20.05706596374512,38.76182174682617,18.70475578308105,0.4468756082318935,0.3529666444899388,0.0,0.0,0.0
sampled,20,0.25,13.91399383544922,17.922210693359375,4.0082168579101545,0.1841493693397544,0.1763969947990686,0.0,0.0,0.0
sampled,20,0.75,13.91399383544922,31.54435157775879,17.63035774230957,0.1841493693397544,0.1187090520502225,0.0,0.0,0.0
sampled,21,0.25,21.276010513305664,39.18192672729492,17.905916213989258,0.3936865710290427,0.3705941371430065,0.0,0.0,0.0
sampled,21,0.75,21.276010513305664,36.69289779663086,15.416887283325195,0.3936865710290427,0.3199798447755707,0.0,0.0,0.0
sampled,22,0.25,3.156118631362915,2.2804439067840576,-0.8756747245788574,0.5954715762737771,0.6508126169581604,1.0,1.0,0.0
sampled,22,0.75,3.156118631362915,4.291374206542969,1.1352555751800537,0.5954715762737771,0.5310581025435195,1.0,1.0,0.0
sampled,23,0.25,33.49347686767578,28.887828826904297,-4.605648040771484,0.305903637663442,0.4329627607849525,0.0,0.0,0.0
sampled,23,0.75,33.49347686767578,58.73134231567383,25.237865447998047,0.305903637663442,0.2797768370269615,0.0,0.0,0.0
sampled,24,0.25,40.18883514404297,44.11852264404297,3.9296875,0.2261656394969473,0.3307506904087557,0.0,0.08,0.08
sampled,24,0.75,40.18883514404297,66.12966918945312,25.940834045410156,0.2261656394969473,0.2342244519327665,0.0,0.08,0.08
sampled,25,0.25,14.172025680541992,11.976698875427246,-2.195326805114746,0.0546775658605288,0.0639995527988032,0.0,0.0,0.0
sampled,25,0.75,14.172025680541992,12.752326011657717,-1.4196996688842756,0.0546775658605288,0.1048831965481199,0.0,0.0,0.0
sampled,26,0.25,5.044466018676758,5.235790729522705,0.19132471084594727,0.5319809753525578,0.5417037184934027,0.0,0.0,0.0
sampled,26,0.75,5.044466018676758,2.7961888313293457,-2.248277187347412,0.5319809753525578,0.6275660430254479,0.0,0.0,0.0
sampled,27,0.25,8.26012134552002,6.094305992126465,-2.1658153533935547,0.4041656752732107,0.4839293442816505,0.0,0.0,0.0
sampled,27,0.75,8.26012134552002,7.042558670043945,-1.2175626754760742,0.4041656752732107,0.4949045116341018,0.0,0.0,0.0
sampled,28,0.25,5.95220947265625,6.636523246765137,0.6843137741088867,0.6954592464887963,0.7034991290732641,0.2857,0.2857,0.0
sampled,28,0.75,5.95220947265625,4.4495463371276855,-1.5026631355285645,0.6954592464887963,0.7779013329921373,0.2857,0.2857,0.0
sampled,29,0.25,1.6516807079315186,2.0667054653167725,0.4150247573852539,0.8246988361385071,0.8048895907658817,1.0,1.0,0.0
sampled,29,0.75,1.6516807079315186,1.5292211771011353,-0.1224595308303833,0.8246988361385071,0.8638074103185349,1.0,0.8889,-0.11109999999999998
sampled,30,0.25,29.80565452575684,30.7161865234375,0.9105319976806605,0.2753755353750836,0.3822632267153905,0.0,0.0,0.0
sampled,30,0.75,29.80565452575684,28.35776710510254,-1.4478874206543004,0.2753755353750836,0.3731545230534613,0.0,0.0,0.0
sampled,31,0.25,6.784089088439941,39.02165603637695,32.23756694793701,0.608942854490993,0.2128102802783143,0.0,0.0,0.0
sampled,31,0.75,6.784089088439941,40.8076057434082,34.02351665496826,0.608942854490993,0.2217599741401901,0.0,0.09519999999999999,0.09519999999999999
sampled,32,0.25,18.828901290893555,23.0648136138916,4.235912322998047,0.2398068892951099,0.2867889462201514,0.0,0.0,0.0
sampled,32,0.75,18.828901290893555,22.155208587646484,3.3263072967529297,0.2398068892951099,0.2955860373587648,0.0,0.0,0.0
sampled,33,0.25,1.113319993019104,1.651739478111267,0.5384194850921631,0.8630609442043381,0.8150986127041511,0.5,0.5,0.0
sampled,33,0.75,1.113319993019104,2.624688148498535,1.5113681554794312,0.8630609442043381,0.7259323433335559,0.5,0.5,0.0
sampled,34,0.25,7.901411533355713,7.294788837432861,-0.6066226959228516,0.4500604444456915,0.4571614710252233,0.6667000000000001,0.6667000000000001,0.0
sampled,34,0.75,7.901411533355713,10.092145919799805,2.190734386444092,0.4500604444456915,0.449978686753626,0.6667000000000001,0.6667000000000001,0.0
sampled,35,0.25,9.31369686126709,19.191139221191406,9.877442359924316,0.5132882591886752,0.3727615425528869,1.0,1.0,0.0
sampled,35,0.75,9.31369686126709,21.46696281433105,12.153265953063961,0.5132882591886752,0.3634080721307345,1.0,1.0,0.0
sampled,36,0.25,2.026721954345703,5.871852874755859,3.8451309204101562,0.771675423510665,0.5377100964620322,0.0,0.0,0.0
sampled,36,0.75,2.026721954345703,19.102338790893555,17.07561683654785,0.771675423510665,0.1759370640793832,0.0,0.0,0.0
sampled,37,0.25,21.05680656433105,17.131345748901367,-3.925460815429684,0.2804437472219358,0.293256045254286,0.0,0.0,0.0
sampled,37,0.75,21.05680656433105,17.351919174194336,-3.704887390136715,0.2804437472219358,0.290878535141301,0.0,0.0,0.0
sampled,38,0.25,16.573022842407227,19.48930931091309,2.916286468505863,0.4864242701297463,0.4893096327105468,0.0,0.0,0.0
sampled,38,0.75,16.573022842407227,28.115312576293945,11.542289733886719,0.4864242701297463,0.393591154955139,0.0,0.0,0.0
sampled,39,0.25,10.114008903503418,11.053194046020508,0.9391851425170898,0.4904417084161472,0.4807268498396629,0.0,0.0,0.0
sampled,39,0.75,10.114008903503418,6.835123062133789,-3.278885841369629,0.4904417084161472,0.5872344900784126,0.0,0.0,0.0
sampled,40,0.25,0.4688480198383331,4.885962009429932,4.4171139895915985,0.921211310197924,0.5390164074454212,1.0,1.0,0.0
sampled,40,0.75,0.4688480198383331,1.17752206325531,0.7086740434169769,0.921211310197924,0.8285619827788606,1.0,1.0,0.0
sampled,41,0.25,2.413990974426269,3.185088634490967,0.7710976600646977,0.797137737910287,0.7314617332285325,0.46149999999999997,0.46149999999999997,0.0
sampled,41,0.75,2.413990974426269,13.665778160095217,11.251787185668947,0.797137737910287,0.3720348230594245,0.46149999999999997,0.4286,-0.032899999999999985
sampled,42,0.25,16.20374298095703,19.05021095275879,2.846467971801758,0.4146925719661741,0.4871394526843012,0.0,0.0,0.0
sampled,42,0.75,16.20374298095703,20.636371612548828,4.432628631591797,0.4146925719661741,0.3906985889103376,0.0,0.0,0.0
sampled,43,0.25,20.75621223449707,19.9564151763916,-0.7997970581054688,0.4374270096924365,0.4680378976807529,0.0,0.0,0.0
sampled,43,0.75,20.75621223449707,43.26527786254883,22.509065628051758,0.4374270096924365,0.3610802219353954,0.0,0.0,0.0
sampled,44,0.25,18.022607803344727,29.072059631347656,11.04945182800293,0.2147108470146338,0.2066399204635015,0.0,0.0,0.0
sampled,44,0.75,18.022607803344727,26.182748794555664,8.160140991210938,0.2147108470146338,0.1711152122777924,0.0,0.0,0.0
sampled,45,0.25,2.185713052749634,2.703584909439087,0.5178718566894531,0.7312346613799355,0.6993316271716155,0.0,0.0,0.0
sampled,45,0.75,2.185713052749634,0.3452403843402862,-1.8404726684093475,0.7312346613799355,0.9427619393063862,0.0,0.0,0.0
sampled,46,0.25,2.529292583465576,0.7927241325378418,-1.7365684509277344,0.6319496441097309,0.8448886290174338,1.0,1.0,0.0
sampled,46,0.75,2.529292583465576,7.758711814880371,5.229419231414795,0.6319496441097309,0.4031550786424339,1.0,1.0,0.0
sampled,47,0.25,3.971754789352417,1.337328314781189,-2.634426474571228,0.6778404690180083,0.865162139501808,0.0,0.0,0.0
sampled,47,0.75,3.971754789352417,0.9498469233512878,-3.021907866001129,0.6778404690180083,0.909243671899715,0.0,0.0,0.0
sampled,48,0.25,20.59422874450684,19.38576889038086,-1.2084598541259801,0.433118985850611,0.5221671920683888,0.07690000000000001,0.07690000000000001,0.0
sampled,48,0.75,20.59422874450684,19.797441482543945,-0.7967872619628942,0.433118985850611,0.5045568130462154,0.07690000000000001,0.07690000000000001,0.0
sampled,49,0.25,25.9114933013916,27.094295501708984,1.1828022003173828,0.3984766158845785,0.5010940205723379,0.0,0.0,0.0
sampled,49,0.75,25.9114933013916,25.314388275146484,-0.5971050262451172,0.3984766158845785,0.5003504138200215,0.0,0.0,0.0
sampled,50,0.25,38.25981903076172,20.43985748291016,-17.81996154785156,0.1101076513075975,0.2390472718159855,0.0,0.0,0.0
sampled,50,0.75,38.25981903076172,29.555599212646484,-8.704219818115234,0.1101076513075975,0.2192572341359238,0.0,0.0,0.0
sampled,51,0.25,10.513991355895996,8.07193374633789,-2.4420576095581055,0.4021347950090221,0.3695170460231881,0.8,1.0,0.19999999999999996
sampled,51,0.75,10.513991355895996,12.876276969909668,2.362285614013672,0.4021347950090221,0.2701781217723202,0.8,1.0,0.19999999999999996
sampled,52,0.25,1.0391913652420044,1.3933521509170532,0.35416078567504883,0.7330953060769204,0.7200009256621186,1.0,1.0,0.0
sampled,52,0.75,1.0391913652420044,0.9754137992858888,-0.06377756595611561,0.7330953060769204,0.7784820260957424,1.0,1.0,0.0
sampled,53,0.25,24.71172332763672,20.949779510498047,-3.761943817138672,0.1697931944320193,0.2619500306065195,0.0,0.0,0.0
sampled,53,0.75,24.71172332763672,16.830097198486328,-7.881626129150391,0.1697931944320193,0.2469006886222794,0.0,0.0,0.0
sampled,54,0.25,6.892590045928955,2.298053503036499,-4.594536542892456,0.4695661294820485,0.7477599829696697,0.0,0.0,0.0
sampled,54,0.75,6.892590045928955,16.68553924560547,9.792949199676514,0.4695661294820485,0.3593355625447691,0.0,0.0,0.0
sampled,55,0.25,4.1265387535095215,16.54069709777832,12.414158344268799,0.451794684317566,0.4201022904042286,1.0,1.0,0.0
sampled,55,0.75,4.1265387535095215,8.135404586791992,4.008865833282471,0.451794684317566,0.4714835643792532,1.0,1.0,0.0
sampled,56,0.25,29.21628761291504,52.53535842895508,23.31907081604004,0.2789083986464387,0.2283964880526336,0.0,0.0,0.0
sampled,56,0.75,29.21628761291504,35.674678802490234,6.458391189575195,0.2789083986464387,0.3441171250317138,0.0,0.0,0.0
sampled,57,0.25,0.8680314421653748,5.7616705894470215,4.893639147281647,0.8945620361863469,0.5558222386557329,1.0,1.0,0.0
sampled,57,0.75,0.8680314421653748,9.445388793945312,8.577357351779938,0.8945620361863469,0.4629017063737626,1.0,1.0,0.0
sampled,58,0.25,18.88693046569824,28.374860763549805,9.487930297851566,0.2476660437283661,0.1920506390370029,0.0,0.0,0.0
sampled,58,0.75,18.88693046569824,37.25075912475586,18.36382865905762,0.2476660437283661,0.103836778283763,0.0,0.0,0.0
sampled,59,0.25,15.312822341918944,17.8819580078125,2.5691356658935565,0.5116685149421156,0.5326884606331652,0.0,0.0,0.0
sampled,59,0.75,15.312822341918944,24.69617080688477,9.383348464965826,0.5116685149421156,0.4980821316637442,0.0,0.0,0.0
sampled,60,0.25,1.3684518337249756,1.4460222721099854,0.07757043838500977,0.6620540589550765,0.6366792374289146,0.0,0.0,0.0
sampled,60,0.75,1.3684518337249756,1.259960651397705,-0.10849118232727051,0.6620540589550765,0.6747617796114576,0.0,0.0,0.0
sampled,61,0.25,8.856891632080078,12.448673248291016,3.5917816162109375,0.375051605019001,0.4354882994710972,1.0,1.0,0.0
sampled,61,0.75,8.856891632080078,20.2994384765625,11.442546844482422,0.375051605019001,0.3952909664113164,1.0,1.0,0.0
sampled,62,0.25,39.73680877685547,38.58867645263672,-1.14813232421875,0.2914400144213613,0.3506015884778493,0.0,0.0,0.0
sampled,62,0.75,39.73680877685547,37.63755416870117,-2.099254608154297,0.2914400144213613,0.3867217925565543,0.0,0.0,0.0
sampled,63,0.25,32.099491119384766,27.261478424072266,-4.8380126953125,0.2684763585802612,0.3185936644479029,0.0,0.0,0.0
sampled,63,0.75,32.099491119384766,22.09821319580078,-10.001277923583984,0.2684763585802612,0.3987555829242021,0.0,0.0,0.0
sampled,64,0.25,28.881635665893555,30.00713157653809,1.1254959106445348,0.2128684818414102,0.2703235243229312,1.0,1.0,0.0
sampled,64,0.75,28.881635665893555,24.266342163085938,-4.615293502807617,0.2128684818414102,0.3084381019779845,1.0,1.0,0.0
sampled,65,0.25,0.2512516975402832,0.1477303802967071,-0.1035213172435761,0.9660357415267636,0.9798084489235982,0.0,0.0,0.0
sampled,65,0.75,0.2512516975402832,13.778993606567385,13.527741909027101,0.9660357415267636,0.3541133817361989,0.0,0.0,0.0
sampled,66,0.25,17.08766746520996,15.947521209716797,-1.140146255493164,0.243315290868806,0.3108338481268676,1.0,1.0,0.0
sampled,66,0.75,17.08766746520996,18.404281616210938,1.3166141510009766,0.243315290868806,0.2544213422593868,1.0,1.0,0.0
sampled,67,0.25,36.13201522827149,37.12446594238281,0.992450714111321,0.3356277361475213,0.4076951118480277,0.0,0.0,0.0
sampled,67,0.75,36.13201522827149,51.70089721679688,15.56888198852539,0.3356277361475213,0.3276853244622198,0.0,0.0,0.0
sampled,68,0.25,4.853938102722168,10.648746490478516,5.794808387756348,0.5471918339304089,0.4849827111696959,0.0,0.0,0.0
sampled,68,0.75,4.853938102722168,8.956236839294434,4.102298736572266,0.5471918339304089,0.4557451082962117,0.0,0.0,0.0
sampled,69,0.25,0.1693150252103805,0.4307307302951813,0.2614157050848008,0.943556412172979,0.8626019978642102,1.0,1.0,0.0
sampled,69,0.75,0.1693150252103805,0.3016223907470703,0.1323073655366898,0.943556412172979,0.9016765975432456,1.0,1.0,0.0
sampled,70,0.25,15.879535675048828,12.168200492858888,-3.7113351821899396,0.4897776093425546,0.5819575559774791,0.0,0.0,0.0
sampled,70,0.75,15.879535675048828,16.38779067993164,0.5082550048828125,0.4897776093425546,0.5138441020350522,0.0,0.0,0.0
sampled,71,0.25,23.00956916809082,26.50839233398437,3.498823165893551,0.1300916010997725,0.1772574077718479,0.0,0.0,0.0
sampled,71,0.75,23.00956916809082,17.499919891357422,-5.509649276733398,0.1300916010997725,0.1164011520598524,0.0,0.0,0.0
sampled,72,0.25,2.8676910400390625,5.448949337005615,2.5812582969665527,0.5826640042622705,0.3720512943552668,0.0,0.0,0.0
sampled,72,0.75,2.8676910400390625,6.627010345458984,3.759319305419922,0.5826640042622705,0.3840517845938865,0.0,0.0,0.0
sampled,73,0.25,0.5333501696586609,0.3501264452934265,-0.18322372436523438,0.8882603050712694,0.923753346324461,1.0,1.0,0.0
sampled,73,0.75,0.5333501696586609,0.4068792164325714,-0.12647095322608948,0.8882603050712694,0.9124999308511204,1.0,1.0,0.0
sampled,74,0.25,19.429750442504883,20.992753982543945,1.5630035400390625,0.4069585787037249,0.4287088834572724,0.0,0.0,0.0
sampled,74,0.75,19.429750442504883,23.726675033569336,4.296924591064453,0.4069585787037249,0.4606912218696535,0.0,0.0,0.0
sampled,75,0.25,1.4220592975616455,1.509013056755066,0.08695375919342041,0.6864512870675836,0.6788224970769102,0.0,0.0,0.0
sampled,75,0.75,1.4220592975616455,1.5681686401367188,0.14610934257507324,0.6864512870675836,0.6801438510361789,0.0,0.0,0.0
sampled,76,0.25,2.134120464324951,2.1590347290039062,0.024914264678955078,0.750753265115163,0.7610248986742986,1.0,1.0,0.0
sampled,76,0.75,2.134120464324951,2.066812038421631,-0.06730842590332031,0.750753265115163,0.7559306356363433,1.0,1.0,0.0
sampled,77,0.25,20.93434715270996,19.151994705200195,-1.7823524475097656,0.5195409008683831,0.5135421091043469,0.5882000000000001,1.0,0.41179999999999994
sampled,77,0.75,20.93434715270996,25.819122314453125,4.884775161743164,0.5195409008683831,0.4787965434092295,0.5882000000000001,1.0,0.41179999999999994
sampled,78,0.25,17.207218170166016,20.37604141235352,3.1688232421875036,0.2482405718473229,0.301511527375449,0.0,0.0,0.0
sampled,78,0.75,17.207218170166016,21.023393630981445,3.8161754608154297,0.2482405718473229,0.3064143280272431,0.0,0.0,0.0
sampled,79,0.25,3.740642070770264,2.9347448348999023,-0.8058972358703618,0.6751294418284984,0.7440328512485106,1.0,1.0,0.0
sampled,79,0.75,3.740642070770264,6.518912315368652,2.7782702445983882,0.6751294418284984,0.5913101257664067,1.0,1.0,0.0
sampled,80,0.25,0.9373605251312256,0.7274971008300781,-0.20986342430114746,0.9148419602658432,0.9323598167644056,0.0,0.0,0.0
sampled,80,0.75,0.9373605251312256,0.8163090348243713,-0.12105149030685425,0.9148419602658432,0.9246234153277706,0.0,0.0,0.0
sampled,81,0.25,1.156148910522461,61.97549819946289,60.81934928894043,0.8891364186199842,0.1901584993557438,0.0,0.0,0.0
sampled,81,0.75,1.156148910522461,56.14915084838867,54.99300193786621,0.8891364186199842,0.1431249571993069,0.0,0.0,0.0
sampled,82,0.25,20.43958854675293,29.294267654418945,8.854679107666016,0.4250561343430946,0.4229964582801925,0.0,0.0,0.0
sampled,82,0.75,20.43958854675293,26.96031951904297,6.520730972290039,0.4250561343430946,0.4312702927480559,0.0,0.0,0.0
sampled,83,0.25,27.820024490356445,32.30838394165039,4.488359451293945,0.324635945766481,0.4002945509856476,0.0,0.0,0.0
sampled,83,0.75,27.820024490356445,38.49444961547852,10.674425125122077,0.324635945766481,0.3308030181496437,0.0,0.0,0.0
sampled,84,0.25,29.28740119934082,28.390037536621094,-0.8973636627197266,0.4795092712825821,0.5317775615932633,0.0833,0.09519999999999999,0.011899999999999994
sampled,84,0.75,29.28740119934082,39.1873779296875,9.89997673034668,0.4795092712825821,0.4723975595566379,0.0833,0.08,-0.0032999999999999974
sampled,85,0.25,1.252216339111328,1.8445379734039309,0.592321634292603,0.6614511307171508,0.5870040910493886,1.0,1.0,0.0
sampled,85,0.75,1.252216339111328,7.749226093292236,6.497009754180908,0.6614511307171508,0.4169398083882805,1.0,1.0,0.0
sampled,86,0.25,4.801560401916504,3.901755809783936,-0.8998045921325679,0.5666858332200098,0.6579332067766505,1.0,1.0,0.0
sampled,86,0.75,4.801560401916504,5.576954364776611,0.7753939628601074,0.5666858332200098,0.5972496807614457,1.0,1.0,0.0
sampled,87,0.25,14.00698184967041,20.955883026123047,6.948901176452637,0.513808139045876,0.4397369033345534,0.0,0.0,0.0
sampled,87,0.75,14.00698184967041,15.731053352355955,1.724071502685545,0.513808139045876,0.5445474662910789,0.0,0.0,0.0
sampled,88,0.25,26.787960052490234,36.140621185302734,9.3526611328125,0.3046071573514451,0.245952023447305,0.0,0.0,0.0
sampled,88,0.75,26.787960052490234,35.88539123535156,9.097431182861328,0.3046071573514451,0.1627385936254418,0.0,0.0,0.0
sampled,89,0.25,0.3307816684246063,0.3580560088157654,0.027274340391159058,0.9287075267208652,0.920601052283784,1.0,1.0,0.0
sampled,89,0.75,0.3307816684246063,4.012928485870361,3.682146817445755,0.9287075267208652,0.5156774235846033,1.0,1.0,0.0
sampled,90,0.25,15.51542854309082,13.62600803375244,-1.8894205093383807,0.3019170004738727,0.3874083369031029,0.4,0.4,0.0
sampled,90,0.75,15.51542854309082,17.495168685913086,1.9797401428222656,0.3019170004738727,0.2782624179501276,0.4,0.4,0.0
sampled,91,0.25,24.749929428100582,39.38177108764648,14.631841659545895,0.4034550615586409,0.3203507498169833,0.0,0.0,0.0
sampled,91,0.75,24.749929428100582,51.93189239501953,27.18196296691895,0.4034550615586409,0.3126484436098647,0.0,0.0,0.0
sampled,92,0.25,0.3348729014396667,3.6635234355926514,3.3286505341529846,0.8934385027995047,0.5570466709193503,1.0,1.0,0.0
sampled,92,0.75,0.3348729014396667,0.7291284203529358,0.3942555189132691,0.8934385027995047,0.7930795187044904,1.0,1.0,0.0
sampled,93,0.25,5.809805393218994,11.885380744934082,6.075575351715088,0.3122699192198415,0.3533869165323147,0.0,0.0,0.0
sampled,93,0.75,5.809805393218994,10.65142822265625,4.841622829437256,0.3122699192198415,0.2945365318697026,0.0,0.0,0.0
sampled,94,0.25,0.0750531107187271,1.5999726057052612,1.5249194949865341,0.9743239568076232,0.6631547906702747,1.0,1.0,0.0
sampled,94,0.75,0.0750531107187271,2.08280086517334,2.0077477544546127,0.9743239568076232,0.6556482205891232,1.0,1.0,0.0
sampled,95,0.25,2.6364049911499023,4.046126365661621,1.4097213745117188,0.6550700169822097,0.6206635066155032,0.0,0.0,0.0
sampled,95,0.75,2.6364049911499023,7.493300437927246,4.856895446777344,0.6550700169822097,0.4255938625785803,0.0,0.0,0.0
sampled,96,0.25,56.20606231689453,54.47907257080078,-1.72698974609375,0.1663442403607411,0.2208038283408234,0.0,0.0,0.0
sampled,96,0.75,56.20606231689453,79.58134460449219,23.375282287597656,0.1663442403607411,0.1130076391119805,0.0,0.0,0.0
sampled,97,0.25,1.096334457397461,1.4409266710281372,0.34459221363067627,0.7762295064993057,0.7168241302364127,0.0,0.0,0.0
sampled,97,0.75,1.096334457397461,14.586421966552734,13.490087509155273,0.7762295064993057,0.2417093506779641,0.0,0.0,0.0
sampled,98,0.25,28.726791381835938,29.910001754760746,1.1832103729248082,0.0619770631066323,0.1132978917403699,0.0,0.0,0.0
sampled,98,0.75,28.726791381835938,27.157123565673828,-1.5696678161621094,0.0619770631066323,0.1476373603971806,0.0,0.0,0.0
sampled,99,0.25,1.311127781867981,59.45548248291016,58.14435470104218,0.854505256803577,0.2001749197992741,0.6667000000000001,0.6667000000000001,0.0
sampled,99,0.75,1.311127781867981,92.21894073486328,90.9078129529953,0.854505256803577,0.1849872425647625,0.6667000000000001,0.6667000000000001,0.0
sampled,100,0.25,1.74136221408844,1.2715651988983154,-0.4697970151901245,0.7512447474393257,0.8242466242805289,1.0,1.0,0.0
sampled,100,0.75,1.74136221408844,16.27330207824707,14.53193986415863,0.7512447474393257,0.2918782478057796,1.0,1.0,0.0
sampled,101,0.25,1.0829854011535645,2.183504819869995,1.1005194187164307,0.8049652680764969,0.6756393028786681,0.5714,0.5714,0.0
sampled,101,0.75,1.0829854011535645,3.2104177474975586,2.127432346343994,0.8049652680764969,0.6240903097737422,0.5714,0.5714,0.0
sampled,102,0.25,43.01519393920898,32.98868942260742,-10.026504516601555,0.3097446106393314,0.4722733056627765,0.0,0.0,0.0
sampled,102,0.75,43.01519393920898,44.811180114746094,1.7959861755371165,0.3097446106393314,0.4114954884551191,0.0,0.0,0.0
sampled,103,0.25,0.1846623420715332,0.1938609629869461,0.009198620915412903,0.9582313277384656,0.956480610159841,1.0,0.0,-1.0
sampled,103,0.75,0.1846623420715332,17.460765838623047,17.276103496551514,0.9582313277384656,0.146446917646247,1.0,0.0,-1.0
sampled,104,0.25,27.127216339111328,22.044931411743164,-5.082284927368164,0.3905662465335495,0.430693547691184,0.0,0.0,0.0
sampled,104,0.75,27.127216339111328,37.56026077270508,10.43304443359375,0.3905662465335495,0.3938399489644015,0.0,0.0,0.0
