regime,task_id,kv_caching,ratio,config_label,n_mc_samples,H_bits,se_bits,varentropy_bits,mean_length,confidence,greedy_length,cache_seq_length,gold,predicted_answer,answers,length,dataset,language,all_classes,_id,answer_prefix,task,max_new_tokens,primary_score,error,correct
sampled,10,compressed,0.25,compressed@0.25,50,34.97474670410156,4.634402920516029,1073.884521484375,22.059999465942383,0.3332236409863852,26,813,"October 13, 1980","No information is available about the American singer, songwriter, record producer, dancer and actress who's second studio album is Chapter II.","['October 13, 1980']",12090,hotpotqa,en,,72feb2a8e5b92548a357bfc11e94050464f93f1ce286418c,Answer:,hotpotqa,52,0.0,1.0,0
sampled,10,compressed,0.75,compressed@0.75,50,57.04259490966797,11.856292830708089,7028.583984375,29.3799991607666,0.2603374639979051,26,271,"October 13, 1980","No information is provided about the American singer, songwriter, record producer, dancer and actress who's second studio album is Chapter II.","['October 13, 1980']",12090,hotpotqa,en,,72feb2a8e5b92548a357bfc11e94050464f93f1ce286418c,Answer:,hotpotqa,52,0.0,1.0,0
sampled,11,full,,full,50,4.608856678009033,3.805988932959803,724.277587890625,5.019999980926514,0.5292059011145295,3,1077,Betty Cohen,Han Peekel,['Betty Cohen'],11381,hotpotqa,en,,77439b0a62b6de3a022b1d7a5678c1c00fa8d9af42fea1bf,Answer:,hotpotqa,52,0.0,1.0,0
sampled,11,compressed,0.25,compressed@0.25,50,47.60768508911133,17.76147681342264,15773.5029296875,10.479999542236328,0.0429047665995823,2,807,Betty Cohen,Han Solo,['Betty Cohen'],11381,hotpotqa,en,,77439b0a62b6de3a022b1d7a5678c1c00fa8d9af42fea1bf,Answer:,hotpotqa,52,0.0,1.0,0
sampled,11,compressed,0.75,compressed@0.75,50,32.552452087402344,9.911910350526531,4912.29833984375,9.139999389648438,0.0846974488196471,4,269,Betty Cohen,Hanukkah Special,['Betty Cohen'],11381,hotpotqa,en,,77439b0a62b6de3a022b1d7a5678c1c00fa8d9af42fea1bf,Answer:,hotpotqa,52,0.0,1.0,0
sampled,12,full,,full,50,20.24907875061035,6.13263952781549,1880.46337890625,19.81999969482422,0.4925531123663342,3,1089,Mary Astor,Bette Davis,['Mary Astor'],11127,hotpotqa,en,,21bc398556b5612bf0437043cd2800e943bab5929c4bccc5,Answer:,hotpotqa,52,0.0,1.0,0
sampled,12,compressed,0.25,compressed@0.25,50,3.7651634216308594,1.314093619578006,86.34210205078125,8.359999656677246,0.7318508580400054,3,816,Mary Astor,Bette Davis,['Mary Astor'],11127,hotpotqa,en,,21bc398556b5612bf0437043cd2800e943bab5929c4bccc5,Answer:,hotpotqa,52,0.0,1.0,0
sampled,12,compressed,0.75,compressed@0.75,50,11.899628639221191,3.699277240165892,684.2326049804688,15.380000114440918,0.5849122177151385,3,272,Mary Astor,Bette Davis,['Mary Astor'],11127,hotpotqa,en,,21bc398556b5612bf0437043cd2800e943bab5929c4bccc5,Answer:,hotpotqa,52,0.0,1.0,0
sampled,13,full,,full,50,1.8558900356292725,0.1919758569518698,1.8427364826202397,3.1599998474121094,0.6655841562680462,3,1076,number five,Number five.,['number five'],6961,hotpotqa,en,,e0998dbc2db68c7b18adff7fcc67081acc865c974b721312,Answer:,hotpotqa,52,1.0,0.0,1
sampled,13,compressed,0.25,compressed@0.25,50,4.461105823516846,0.7120076670287441,25.347745895385746,3.819999933242798,0.4450906892372516,3,807,number five,Number five.,['number five'],6961,hotpotqa,en,,e0998dbc2db68c7b18adff7fcc67081acc865c974b721312,Answer:,hotpotqa,52,1.0,0.0,1
sampled,13,compressed,0.75,compressed@0.75,50,18.034992218017575,6.674497801216021,2227.446044921875,8.800000190734863,0.241579360086832,3,269,number five,Number 5,['number five'],6961,hotpotqa,en,,e0998dbc2db68c7b18adff7fcc67081acc865c974b721312,Answer:,hotpotqa,52,0.5,0.5,1
sampled,14,full,,full,50,18.11151885986328,3.065999674479149,470.0177001953125,28.81999969482422,0.646877403364286,28,1082,"New Zealand, Canada, the United States, the Falkland Islands, and Peru.","Canada, Alaska, New England, New York State, Fennoscandia, the Baltic states, Poland, Kazakhstan, and Russia.","['New Zealand, Canada, the United States, the Falkland Islands, and Peru.']",11852,hotpotqa,en,,139d2fcf8763003414ebd0187eb30b94930de13c4ab754a0,Answer:,hotpotqa,52,0.3478,0.6522,0
sampled,14,compressed,0.25,compressed@0.25,50,21.010263442993164,4.026250230421447,810.5345458984375,30.35999870300293,0.6189789727211251,28,811,"New Zealand, Canada, the United States, the Falkland Islands, and Peru.","Canada, Alaska, New England, New York State, Fennoscandia, the Baltic states, Poland, Kazakhstan, and Russia.","['New Zealand, Canada, the United States, the Falkland Islands, and Peru.']",11852,hotpotqa,en,,139d2fcf8763003414ebd0187eb30b94930de13c4ab754a0,Answer:,hotpotqa,52,0.3478,0.6522,0
sampled,14,compressed,0.75,compressed@0.75,50,37.01324462890625,6.373065921382051,2030.7984619140625,18.57999992370605,0.2513724685687614,37,270,"New Zealand, Canada, the United States, the Falkland Islands, and Peru.","Canada, Russia, and parts of northern Europe share a common deer species with the forests of Mara and Mondrem, which are likely referring to the boreal forests of northern Scandinavia.","['New Zealand, Canada, the United States, the Falkland Islands, and Peru.']",11852,hotpotqa,en,,139d2fcf8763003414ebd0187eb30b94930de13c4ab754a0,Answer:,hotpotqa,52,0.11109999999999999,0.8889,0
sampled,15,full,,full,50,24.26997947692871,2.9507031653356584,435.33245849609375,18.03999900817871,0.3935605118404115,13,1080,2000 Summer Olympic Games,No information is available about a professional cyclist named Sara Symington.,['2000 Summer Olympic Games'],8651,hotpotqa,en,,c261ca6aeaf366815232e91db1ef4dc8408cec3750c38ee9,Answer:,hotpotqa,52,0.0,1.0,0
sampled,15,compressed,0.25,compressed@0.25,50,31.70087242126465,4.959751826814902,1229.9569091796875,21.739999771118164,0.36395151539614,15,810,2000 Summer Olympic Games,"No Olympic Games held in Sydney, Australia, are mentioned in the text.",['2000 Summer Olympic Games'],8651,hotpotqa,en,,c261ca6aeaf366815232e91db1ef4dc8408cec3750c38ee9,Answer:,hotpotqa,52,0.2667,0.7333000000000001,0
sampled,15,compressed,0.75,compressed@0.75,50,41.99677276611328,8.27564226406703,3424.312744140625,21.68000030517578,0.2611371297756084,15,270,2000 Summer Olympic Games,"No Olympic Games held in Sydney, Australia, are mentioned in the text.",['2000 Summer Olympic Games'],8651,hotpotqa,en,,c261ca6aeaf366815232e91db1ef4dc8408cec3750c38ee9,Answer:,hotpotqa,52,0.2667,0.7333000000000001,0
sampled,16,full,,full,50,23.03507804870605,2.979339870584275,443.82330322265625,19.020000457763672,0.4319398524985475,23,1080,Claudio Javier López,There is no information about a retired Argentine footballer who played as a forward for Valencia CF in the given passages.,['Claudio Javier López'],4109,hotpotqa,en,,ab016faac478c4acc6e9ed3ed87f9e29dbed47fd946be244,Answer:,hotpotqa,52,0.0,1.0,0
sampled,16,compressed,0.25,compressed@0.25,50,19.566774368286133,2.844622440861825,404.5938415527344,19.520000457763672,0.4991702271772921,23,810,Claudio Javier López,There is no information that the retired Argentine footballer who played as a forward was a main player for Valencia CF.,['Claudio Javier López'],4109,hotpotqa,en,,ab016faac478c4acc6e9ed3ed87f9e29dbed47fd946be244,Answer:,hotpotqa,52,0.0,1.0,0
sampled,16,compressed,0.75,compressed@0.75,50,34.336185455322266,4.709194588448751,1108.82568359375,26.279998779296875,0.4042859515717913,23,270,Claudio Javier López,There is no information that the retired Argentine footballer who played as a forward was a main player for Valencia CF.,['Claudio Javier López'],4109,hotpotqa,en,,ab016faac478c4acc6e9ed3ed87f9e29dbed47fd946be244,Answer:,hotpotqa,52,0.0,1.0,0
sampled,17,full,,full,50,45.24209976196289,7.450686839144429,2775.63671875,21.69999885559082,0.2357141863687331,13,1080,George H. W. Bush,There is no information about Richard Darman in the given passages.,['George H. W. Bush'],12697,hotpotqa,en,,cae319fad2385d30d79efac0fb61e58518fbdc0703be3b0f,Answer:,hotpotqa,52,0.0,1.0,0
sampled,17,compressed,0.25,compressed@0.25,50,48.27126693725586,6.3541098443497575,2018.735595703125,29.899999618530277,0.326595389894353,13,810,George H. W. Bush,There is no information about Richard Darman in the provided passages.,['George H. W. Bush'],12697,hotpotqa,en,,cae319fad2385d30d79efac0fb61e58518fbdc0703be3b0f,Answer:,hotpotqa,52,0.0,1.0,0
sampled,17,compressed,0.75,compressed@0.75,50,52.64222717285156,6.424989740385778,2064.024658203125,28.65999984741211,0.2799451448256251,25,270,George H. W. Bush,There is no information in the provided texts about Richard Darman or the actor who was also a president that he worked with.,['George H. W. Bush'],12697,hotpotqa,en,,cae319fad2385d30d79efac0fb61e58518fbdc0703be3b0f,Answer:,hotpotqa,52,0.0,1.0,0
sampled,18,full,,full,50,11.484091758728027,4.636887699638897,1075.036376953125,9.519999504089355,0.4333749813082755,5,1087,"""Talk That Talk""",Honey to the B,"['""Talk That Talk""']",10290,hotpotqa,en,,e4df9576e5cd102024e81baf94a43325335d0ba2d8892041,Answer:,hotpotqa,52,0.0,1.0,0
sampled,18,compressed,0.25,compressed@0.25,50,11.820305824279783,3.8002937604895264,722.1116333007812,9.880000114440918,0.4363666592607779,5,815,"""Talk That Talk""",Honey to the B,"['""Talk That Talk""']",10290,hotpotqa,en,,e4df9576e5cd102024e81baf94a43325335d0ba2d8892041,Answer:,hotpotqa,52,0.0,1.0,0
sampled,18,compressed,0.75,compressed@0.75,50,27.2263126373291,5.532784259317929,1530.5850830078125,13.619999885559082,0.2501742006492151,7,271,"""Talk That Talk""","Honey, I'm in America","['""Talk That Talk""']",10290,hotpotqa,en,,e4df9576e5cd102024e81baf94a43325335d0ba2d8892041,Answer:,hotpotqa,52,0.0,1.0,0
sampled,19,full,,full,50,21.971065521240234,3.840908979279433,737.6290893554688,16.799999237060547,0.4039359394269091,24,1084,Bob Dylan,"There is no information about a British-American supergroup recording a version of ""Nobody's Child"" in 1990.",['Bob Dylan'],11185,hotpotqa,en,,5e3362de0244d2b96c83958c4d3229151999292c369b0197,Answer:,hotpotqa,52,0.0,1.0,0
sampled,19,compressed,0.25,compressed@0.25,50,24.209856033325195,3.0929205011707785,478.307861328125,26.0,0.5244407476049089,24,813,Bob Dylan,"There is no information about a British-American supergroup recording a version of ""Nobody's Child"" in 1990.",['Bob Dylan'],11185,hotpotqa,en,,5e3362de0244d2b96c83958c4d3229151999292c369b0197,Answer:,hotpotqa,52,0.0,1.0,0
sampled,19,compressed,0.75,compressed@0.75,50,45.62965393066406,7.414889805001319,2749.029541015625,27.71999931335449,0.3195045857665643,24,271,Bob Dylan,"There is no information about a British-American supergroup recording a version of ""Nobody's Child"" in 1990.",['Bob Dylan'],11185,hotpotqa,en,,5e3362de0244d2b96c83958c4d3229151999292c369b0197,Answer:,hotpotqa,52,0.0,1.0,0
sampled,20,full,,full,50,8.399284362792969,3.6606679038056873,670.0244750976562,4.619999885559082,0.2836085696728121,3,1082,Cartoon Cartoon Fridays,TEENick,['Cartoon Cartoon Fridays'],8020,hotpotqa,en,,fda38e0c47dcd2b4f1de4adefeb00ab431221c0ef9adeb31,Answer:,hotpotqa,52,0.0,1.0,0
sampled,20,compressed,0.25,compressed@0.25,50,14.45792007446289,4.821169646238608,1162.183837890625,7.179999828338623,0.2476478588962559,3,811,Cartoon Cartoon Fridays,TEENick,['Cartoon Cartoon Fridays'],8020,hotpotqa,en,,fda38e0c47dcd2b4f1de4adefeb00ab431221c0ef9adeb31,Answer:,hotpotqa,52,0.0,1.0,0
sampled,20,compressed,0.75,compressed@0.75,50,17.58550262451172,4.89276136445783,1196.9556884765625,8.420000076293945,0.2351185886392419,3,270,Cartoon Cartoon Fridays,TEENick,['Cartoon Cartoon Fridays'],8020,hotpotqa,en,,fda38e0c47dcd2b4f1de4adefeb00ab431221c0ef9adeb31,Answer:,hotpotqa,52,0.0,1.0,0
sampled,21,full,,full,50,21.76229476928711,2.693586177225564,362.7703247070313,13.779999732971191,0.3346519418794962,13,1074,on the Cumberland Plain,There is no information about Kellyville Ridge in the given passages.,['on the Cumberland Plain'],9946,hotpotqa,en,,ef245cc27251f559f3cd900c11c7bf9f303eec3c4b346802,Answer:,hotpotqa,52,0.0,1.0,0
sampled,21,compressed,0.25,compressed@0.25,50,17.16995620727539,1.5790558922933438,124.6708755493164,15.880000114440918,0.4726252150021214,13,805,on the Cumberland Plain,There is no information about Kellyville Ridge in the given passages.,['on the Cumberland Plain'],9946,hotpotqa,en,,ef245cc27251f559f3cd900c11c7bf9f303eec3c4b346802,Answer:,hotpotqa,52,0.0,1.0,0
sampled,21,compressed,0.75,compressed@0.75,50,36.93529891967773,5.395279919536729,1455.4522705078125,23.0,0.3285346480745187,13,268,on the Cumberland Plain,There is no information about Kellyville Ridge in the provided text.,['on the Cumberland Plain'],9946,hotpotqa,en,,ef245cc27251f559f3cd900c11c7bf9f303eec3c4b346802,Answer:,hotpotqa,52,0.0,1.0,0
sampled,22,full,,full,50,2.018965721130371,0.2694411594369774,3.629926919937134,3.679999828338623,0.6836680846954587,2,1079,Long Island,Long Island,['Long Island'],3766,hotpotqa,en,,3a75aba6bc2496016339474aef28ffdc9dbebdc00ccc166b,Answer:,hotpotqa,52,1.0,0.0,1
sampled,22,compressed,0.25,compressed@0.25,50,4.701050281524658,2.889403563731028,417.4326477050781,4.779999732971191,0.5057571163894838,2,809,Long Island,Long Island,['Long Island'],3766,hotpotqa,en,,3a75aba6bc2496016339474aef28ffdc9dbebdc00ccc166b,Answer:,hotpotqa,52,1.0,0.0,1
sampled,22,compressed,0.75,compressed@0.75,50,3.555393934249878,1.119130705944263,62.622676849365234,4.019999980926514,0.5417028707790575,2,269,Long Island,Long Island,['Long Island'],3766,hotpotqa,en,,3a75aba6bc2496016339474aef28ffdc9dbebdc00ccc166b,Answer:,hotpotqa,52,1.0,0.0,1
sampled,23,full,,full,50,40.810096740722656,5.266902663983359,1387.01318359375,21.020000457763672,0.2603476219194061,16,1078,PewDiePie,There is no information about a season eighteen of South Park in the given passages.,['PewDiePie'],8462,hotpotqa,en,,3dc3db870ea907282d3160c597c4d618ae6ba2a6bdd712bb,Answer:,hotpotqa,52,0.0,1.0,0
sampled,23,compressed,0.25,compressed@0.25,50,40.66169738769531,4.52279221433646,1022.782470703125,28.84000015258789,0.3763361319845147,16,808,PewDiePie,There is no information about a season eighteen of South Park in the provided text.,['PewDiePie'],8462,hotpotqa,en,,3dc3db870ea907282d3160c597c4d618ae6ba2a6bdd712bb,Answer:,hotpotqa,52,0.0,1.0,0
sampled,23,compressed,0.75,compressed@0.75,50,47.20777130126953,6.122427712415231,1874.2060546875,30.67999839782715,0.3441919056528821,16,269,PewDiePie,There is no information about a season eighteen of South Park in the provided text.,['PewDiePie'],8462,hotpotqa,en,,3dc3db870ea907282d3160c597c4d618ae6ba2a6bdd712bb,Answer:,hotpotqa,52,0.0,1.0,0
sampled,24,full,,full,50,35.32771301269531,6.496053865256391,2109.935791015625,16.459999084472656,0.2258948466564289,8,1080,It's Always Sunny in Philadelphia,I can't help you with that.,"[""It's Always Sunny in Philadelphia""]",10483,hotpotqa,en,,26a5366c80c3a569c474a3990f3383beb125d34149e8ed3e,Answer:,hotpotqa,52,0.0,1.0,0
sampled,24,compressed,0.25,compressed@0.25,50,70.7371826171875,19.465615718813005,18945.509765625,24.53999900817871,0.135604230869088,25,810,It's Always Sunny in Philadelphia,I'm not aware of any information about Robbie Tucker playing in a series about a group of friends who run an Irish bar.,"[""It's Always Sunny in Philadelphia""]",10483,hotpotqa,en,,26a5366c80c3a569c474a3990f3383beb125d34149e8ed3e,Answer:,hotpotqa,52,0.08,0.92,0
sampled,24,compressed,0.75,compressed@0.75,50,61.86104202270508,9.33640126986169,4358.41943359375,34.119998931884766,0.2845899267364767,25,270,It's Always Sunny in Philadelphia,I'm not aware of any information about Robbie Tucker playing in a series about a group of friends who run an Irish bar.,"[""It's Always Sunny in Philadelphia""]",10483,hotpotqa,en,,26a5366c80c3a569c474a3990f3383beb125d34149e8ed3e,Answer:,hotpotqa,52,0.08,0.92,0
sampled,25,full,,full,50,12.981739044189451,0.8683468109471187,37.70130920410156,3.4800000190734863,0.0753428922959237,3,1110,#364,"1,500",['#364'],6361,hotpotqa,en,,6eafb48c7a974b5097cb4752eb3853dbac8f622173d24e44,Answer:,hotpotqa,52,0.0,1.0,0
sampled,25,compressed,0.25,compressed@0.25,50,12.95773983001709,0.5717093139103266,16.34257698059082,3.179999828338623,0.0593437051853266,3,832,#364,"1,500",['#364'],6361,hotpotqa,en,,6eafb48c7a974b5097cb4752eb3853dbac8f622173d24e44,Answer:,hotpotqa,52,0.0,1.0,0
sampled,25,compressed,0.75,compressed@0.75,50,12.61978244781494,0.598496269348296,17.909889221191406,3.179999828338623,0.0638802924767487,3,277,#364,"1,500",['#364'],6361,hotpotqa,en,,6eafb48c7a974b5097cb4752eb3853dbac8f622173d24e44,Answer:,hotpotqa,52,0.0,1.0,0
sampled,26,full,,full,50,4.059192180633545,0.2656668596382668,3.5289440155029297,4.739999771118164,0.5523406825745525,3,1084,Ribosomes,ribosomal assembly,['Ribosomes'],11209,hotpotqa,en,,1ceb1c91662d241b3421853112a91b5868d1b81fe3b88ce4,Answer:,hotpotqa,52,0.0,1.0,0
sampled,26,compressed,0.25,compressed@0.25,50,4.206900596618652,0.316463256221717,5.007449626922607,4.619999885559082,0.5319694972902425,3,813,Ribosomes,ribosomal assembly,['Ribosomes'],11209,hotpotqa,en,,1ceb1c91662d241b3421853112a91b5868d1b81fe3b88ce4,Answer:,hotpotqa,52,0.0,1.0,0
